bounded_context,entity,logical_name,table_name,module,data_classification,owner_service,retention_policy,api_surface,description
nutrition,phoenix_recomp_protocol,PhoenixRecompProtocol,nutrition.phoenix_recomp_protocol,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PhoenixRecompProtocol.
nutrition,phoenix_hypertrophy_protocol,PhoenixHypertrophyProtocol,nutrition.phoenix_hypertrophy_protocol,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PhoenixHypertrophyProtocol.
nutrition,phoenix_cut_protocol,PhoenixCutProtocol,nutrition.phoenix_cut_protocol,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PhoenixCutProtocol.
nutrition,phoenix_peak_protocol,PhoenixPeakProtocol,nutrition.phoenix_peak_protocol,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PhoenixPeakProtocol.
nutrition,bodybuilding_nutrition_plan,BodybuildingNutritionPlan,nutrition.bodybuilding_nutrition_plan,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para BodybuildingNutritionPlan.
nutrition,macro_cycle_plan,MacroCyclePlan,nutrition.macro_cycle_plan,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para MacroCyclePlan.
nutrition,carb_cycling_rule,CarbCyclingRule,nutrition.carb_cycling_rule,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para CarbCyclingRule.
nutrition,carb_source,CarbSource,nutrition.carb_source,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para CarbSource.
nutrition,protein_source,ProteinSource,nutrition.protein_source,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para ProteinSource.
nutrition,food_replacement_matrix,FoodReplacementMatrix,nutrition.food_replacement_matrix,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para FoodReplacementMatrix.
nutrition,meal_timing_window,MealTimingWindow,nutrition.meal_timing_window,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para MealTimingWindow.
nutrition,pre_workout_meal,PreWorkoutMeal,nutrition.pre_workout_meal,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PreWorkoutMeal.
nutrition,post_workout_meal,PostWorkoutMeal,nutrition.post_workout_meal,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para PostWorkoutMeal.
nutrition,night_shift_nutrition_plan,NightShiftNutritionPlan,nutrition.night_shift_nutrition_plan,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para NightShiftNutritionPlan.
nutrition,nutrition_score,NutritionScore,nutrition.nutrition_score,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para NutritionScore.
nutrition,nutrition_score_component,NutritionScoreComponent,nutrition.nutrition_score_component,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para NutritionScoreComponent.
nutrition,fourteen_day_nutrition_review,FourteenDayNutritionReview,nutrition.fourteen_day_nutrition_review,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para FourteenDayNutritionReview.
nutrition,nutrition_adjustment_rule,NutritionAdjustmentRule,nutrition.nutrition_adjustment_rule,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para NutritionAdjustmentRule.
nutrition,waist_velocity_signal,WaistVelocitySignal,nutrition.waist_velocity_signal,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para WaistVelocitySignal.
nutrition,strength_nutrition_signal,StrengthNutritionSignal,nutrition.strength_nutrition_signal,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para StrengthNutritionSignal.
nutrition,digestion_record,DigestionRecord,nutrition.digestion_record,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para DigestionRecord.
nutrition,alcohol_ultra_processed_control,AlcoholUltraProcessedControl,nutrition.alcohol_ultra_processed_control,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para AlcoholUltraProcessedControl.
nutrition,gym_meal_template,GymMealTemplate,nutrition.gym_meal_template,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para GymMealTemplate.
nutrition,nutritionist_review,NutritionistReview,nutrition.nutritionist_review,Nutrition Intelligence,personal_operational,nutrition-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Nutrition Intelligence para NutritionistReview.
mental,mental_profile,MentalProfile,mental.mental_profile,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para MentalProfile.
mental,habit,Habit,mental.habit,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para Habit.
mental,habit_log,HabitLog,mental.habit_log,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para HabitLog.
mental,discipline_protocol,DisciplineProtocol,mental.discipline_protocol,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para DisciplineProtocol.
mental,focus_session,FocusSession,mental.focus_session,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para FocusSession.
mental,mood_record,MoodRecord,mental.mood_record,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para MoodRecord.
mental,journal_entry,JournalEntry,mental.journal_entry,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para JournalEntry.
mental,reflection_prompt,ReflectionPrompt,mental.reflection_prompt,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para ReflectionPrompt.
mental,breathwork_protocol,BreathworkProtocol,mental.breathwork_protocol,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para BreathworkProtocol.
mental,breathwork_session,BreathworkSession,mental.breathwork_session,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para BreathworkSession.
mental,visualization_session,VisualizationSession,mental.visualization_session,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para VisualizationSession.
mental,stress_trigger,StressTrigger,mental.stress_trigger,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para StressTrigger.
mental,coping_strategy,CopingStrategy,mental.coping_strategy,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para CopingStrategy.
mental,motivation_script,MotivationScript,mental.motivation_script,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para MotivationScript.
mental,identity_statement,IdentityStatement,mental.identity_statement,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para IdentityStatement.
mental,commitment_contract,CommitmentContract,mental.commitment_contract,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para CommitmentContract.
mental,self_efficacy_score,SelfEfficacyScore,mental.self_efficacy_score,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para SelfEfficacyScore.
mental,dropout_risk_signal,DropoutRiskSignal,mental.dropout_risk_signal,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para DropoutRiskSignal.
mental,intervention_message,InterventionMessage,mental.intervention_message,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para InterventionMessage.
mental,mindset_lesson,MindsetLesson,mental.mindset_lesson,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para MindsetLesson.
mental,mental_challenge,MentalChallenge,mental.mental_challenge,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para MentalChallenge.
mental,accountability_check_in,AccountabilityCheckIn,mental.accountability_check_in,Mental Performance,personal_operational,mental-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Mental Performance para AccountabilityCheckIn.
spiritual,spiritual_profile,SpiritualProfile,spiritual.spiritual_profile,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para SpiritualProfile.
spiritual,devotional_week,DevotionalWeek,spiritual.devotional_week,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para DevotionalWeek.
spiritual,devotional_entry,DevotionalEntry,spiritual.devotional_entry,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para DevotionalEntry.
spiritual,scripture_reference,ScriptureReference,spiritual.scripture_reference,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para ScriptureReference.
spiritual,prayer_entry,PrayerEntry,spiritual.prayer_entry,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para PrayerEntry.
spiritual,meditation_session,MeditationSession,spiritual.meditation_session,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para MeditationSession.
spiritual,gratitude_entry,GratitudeEntry,spiritual.gratitude_entry,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para GratitudeEntry.
spiritual,value_statement,ValueStatement,spiritual.value_statement,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para ValueStatement.
spiritual,purpose_statement,PurposeStatement,spiritual.purpose_statement,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para PurposeStatement.
spiritual,service_action,ServiceAction,spiritual.service_action,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para ServiceAction.
spiritual,faith_preference,FaithPreference,spiritual.faith_preference,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para FaithPreference.
spiritual,optionality_consent,OptionalityConsent,spiritual.optionality_consent,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para OptionalityConsent.
spiritual,reflection_response,ReflectionResponse,spiritual.reflection_response,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para ReflectionResponse.
spiritual,spiritual_milestone,SpiritualMilestone,spiritual.spiritual_milestone,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para SpiritualMilestone.
spiritual,community_group,CommunityGroup,spiritual.community_group,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para CommunityGroup.
spiritual,pastoral_resource,PastoralResource,spiritual.pastoral_resource,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para PastoralResource.
spiritual,spiritual_content_card,SpiritualContentCard,spiritual.spiritual_content_card,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para SpiritualContentCard.
spiritual,belief_boundary,BeliefBoundary,spiritual.belief_boundary,Spiritual Development,personal_operational,spiritual-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Spiritual Development para BeliefBoundary.
ai,ai_conversation,AiConversation,ai.ai_conversation,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiConversation.
ai,ai_message,AiMessage,ai.ai_message,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiMessage.
ai,ai_prompt_template,AiPromptTemplate,ai.ai_prompt_template,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiPromptTemplate.
ai,ai_system_instruction,AiSystemInstruction,ai.ai_system_instruction,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiSystemInstruction.
ai,ai_tool_call,AiToolCall,ai.ai_tool_call,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiToolCall.
ai,ai_tool_result,AiToolResult,ai.ai_tool_result,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiToolResult.
ai,ai_memory,AiMemory,ai.ai_memory,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiMemory.
ai,ai_user_context,AiUserContext,ai.ai_user_context,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiUserContext.
ai,ai_recommendation,AiRecommendation,ai.ai_recommendation,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiRecommendation.
ai,ai_recommendation_feedback,AiRecommendationFeedback,ai.ai_recommendation_feedback,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiRecommendationFeedback.
ai,ai_safety_guardrail,AiSafetyGuardrail,ai.ai_safety_guardrail,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiSafetyGuardrail.
ai,ai_risk_decision,AiRiskDecision,ai.ai_risk_decision,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiRiskDecision.
ai,ai_model_provider,AiModelProvider,ai.ai_model_provider,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiModelProvider.
ai,ai_model_version,AiModelVersion,ai.ai_model_version,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiModelVersion.
ai,ai_embedding,AiEmbedding,ai.ai_embedding,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiEmbedding.
ai,ai_vector_document,AiVectorDocument,ai.ai_vector_document,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiVectorDocument.
ai,ai_retrieval_chunk,AiRetrievalChunk,ai.ai_retrieval_chunk,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiRetrievalChunk.
ai,ai_evaluation_case,AiEvaluationCase,ai.ai_evaluation_case,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiEvaluationCase.
ai,ai_evaluation_run,AiEvaluationRun,ai.ai_evaluation_run,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiEvaluationRun.
ai,ai_hallucination_report,AiHallucinationReport,ai.ai_hallucination_report,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiHallucinationReport.
ai,ai_escalation_event,AiEscalationEvent,ai.ai_escalation_event,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiEscalationEvent.
ai,ai_coach_persona,AiCoachPersona,ai.ai_coach_persona,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiCoachPersona.
ai,ai_tone_profile,AiToneProfile,ai.ai_tone_profile,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiToneProfile.
ai,ai_content_policy,AiContentPolicy,ai.ai_content_policy,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiContentPolicy.
ai,ai_usage_quota,AiUsageQuota,ai.ai_usage_quota,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiUsageQuota.
ai,ai_cost_ledger,AiCostLedger,ai.ai_cost_ledger,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiCostLedger.
ai,ai_latency_metric,AiLatencyMetric,ai.ai_latency_metric,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiLatencyMetric.
ai,ai_privacy_filter,AiPrivacyFilter,ai.ai_privacy_filter,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiPrivacyFilter.
ai,ai_medical_boundary,AiMedicalBoundary,ai.ai_medical_boundary,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiMedicalBoundary.
ai,ai_audit_trail,AiAuditTrail,ai.ai_audit_trail,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiAuditTrail.
ai,ai_experiment,AiExperiment,ai.ai_experiment,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiExperiment.
ai,ai_release_note,AiReleaseNote,ai.ai_release_note,AI Command Center,derived_confidential,ai-engine-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de AI Command Center para AiReleaseNote.
war_room,dashboard,Dashboard,war_room.dashboard,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para Dashboard.
war_room,dashboard_widget,DashboardWidget,war_room.dashboard_widget,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para DashboardWidget.
war_room,metric_definition,MetricDefinition,war_room.metric_definition,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para MetricDefinition.
war_room,metric_snapshot,MetricSnapshot,war_room.metric_snapshot,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para MetricSnapshot.
war_room,metric_trend,MetricTrend,war_room.metric_trend,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para MetricTrend.
war_room,indicator_card,IndicatorCard,war_room.indicator_card,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para IndicatorCard.
war_room,goal_progress_view,GoalProgressView,war_room.goal_progress_view,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para GoalProgressView.
war_room,training_calendar_view,TrainingCalendarView,war_room.training_calendar_view,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para TrainingCalendarView.
war_room,phase_progress_view,PhaseProgressView,war_room.phase_progress_view,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para PhaseProgressView.
war_room,risk_panel,RiskPanel,war_room.risk_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para RiskPanel.
war_room,adherence_panel,AdherencePanel,war_room.adherence_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para AdherencePanel.
war_room,recovery_panel,RecoveryPanel,war_room.recovery_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para RecoveryPanel.
war_room,nutrition_panel,NutritionPanel,war_room.nutrition_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para NutritionPanel.
war_room,medical_panel,MedicalPanel,war_room.medical_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para MedicalPanel.
war_room,ai_insight_panel,AiInsightPanel,war_room.ai_insight_panel,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para AiInsightPanel.
war_room,alert,Alert,war_room.alert,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para Alert.
war_room,alert_rule,AlertRule,war_room.alert_rule,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para AlertRule.
war_room,notification,Notification,war_room.notification,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para Notification.
war_room,notification_preference,NotificationPreference,war_room.notification_preference,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para NotificationPreference.
war_room,report,Report,war_room.report,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para Report.
war_room,report_export,ReportExport,war_room.report_export,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para ReportExport.
war_room,executive_summary,ExecutiveSummary,war_room.executive_summary,War Room Dashboard,personal_operational,dashboard-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de War Room Dashboard para ExecutiveSummary.
legacy,achievement,Achievement,legacy.achievement,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para Achievement.
legacy,achievement_unlock,AchievementUnlock,legacy.achievement_unlock,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para AchievementUnlock.
legacy,badge,Badge,legacy.badge,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para Badge.
legacy,certificate,Certificate,legacy.certificate,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para Certificate.
legacy,graduation_record,GraduationRecord,legacy.graduation_record,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para GraduationRecord.
legacy,before_after_story,BeforeAfterStory,legacy.before_after_story,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para BeforeAfterStory.
legacy,legacy_timeline,LegacyTimeline,legacy.legacy_timeline,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para LegacyTimeline.
legacy,milestone_story,MilestoneStory,legacy.milestone_story,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para MilestoneStory.
legacy,social_share,SocialShare,legacy.social_share,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para SocialShare.
legacy,testimonial,Testimonial,legacy.testimonial,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para Testimonial.
legacy,transformation_narrative,TransformationNarrative,legacy.transformation_narrative,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para TransformationNarrative.
legacy,personal_manifesto,PersonalManifesto,legacy.personal_manifesto,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para PersonalManifesto.
legacy,legacy_vault_item,LegacyVaultItem,legacy.legacy_vault_item,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para LegacyVaultItem.
legacy,family_invite,FamilyInvite,legacy.family_invite,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para FamilyInvite.
legacy,mentor_note,MentorNote,legacy.mentor_note,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para MentorNote.
legacy,community_post,CommunityPost,legacy.community_post,Phoenix Legacy,personal_operational,legacy-service,active_account_plus_contractual_retention,rest_graphql_mobile_web,Entidade de Phoenix Legacy para CommunityPost.
